time, Quad.Pos.Y, Quad.Est.Y, Quad.Vel.Y, Quad.Est.VY
6.754693,2.954006,2.981592,-0.053328,-0.029187
6.759693,2.953740,2.981554,-0.053273,-0.023906
6.764692,2.953475,2.981411,-0.052684,-0.023200
6.769692,2.953214,2.981298,-0.051618,-0.023304
6.774692,2.952960,2.981161,-0.050137,-0.021496
6.779691,2.952715,2.980644,-0.048303,-0.035092
6.784691,2.952480,2.980438,-0.046177,-0.032653
6.789690,2.952256,2.980737,-0.043842,-0.018589
6.794690,2.952044,2.980632,-0.041353,-0.015504
6.799690,2.951845,2.980968,-0.038731,-0.003619
6.804689,2.951660,2.977191,-0.035685,-0.055469
6.809689,2.951492,2.977063,-0.032200,-0.054614
6.814689,2.951342,2.976745,-0.028545,-0.050148
6.819688,2.951210,2.975976,-0.024831,-0.028944
6.824688,2.951097,2.975811,-0.021053,-0.024281
6.829688,2.951004,2.975673,-0.017163,-0.018751
6.834687,2.950930,2.975570,-0.013017,-0.013859
6.839687,2.950878,2.975553,-0.008546,-0.015048
6.844687,2.950850,2.975473,-0.003741,-0.009507
6.849686,2.950846,2.975428,0.001376,-0.009780
6.854686,2.950869,2.975382,0.006740,-0.003575
6.859685,2.950920,2.975405,0.012287,0.003392
6.864685,2.950998,2.975438,0.017930,0.009867
6.869685,2.951105,2.975458,0.023632,0.013151
6.874684,2.951240,2.975550,0.029314,0.019699
6.879684,2.951403,2.975613,0.034949,0.023402
6.884684,2.951595,2.975766,0.040431,0.029791
6.889683,2.951813,2.975612,0.045786,0.027442
6.894683,2.952057,2.975789,0.050944,0.033762
6.899683,2.952327,2.975739,0.055951,0.034280
6.904682,2.952622,2.954634,0.060963,0.031584
6.909682,2.952941,2.954810,0.065829,0.034147
6.914681,2.953285,2.955027,0.070460,0.040175
6.919681,2.953650,2.955224,0.074775,0.042254
6.924681,2.954036,2.955489,0.078858,0.047728
6.929680,2.954443,2.955702,0.082841,0.049138
6.934680,2.954869,2.956007,0.086834,0.054561
6.939680,2.955315,2.956231,0.090813,0.059556
6.944679,2.955781,2.956599,0.094865,0.064835
6.949679,2.956268,2.956857,0.098951,0.067883
6.954679,2.956775,2.957275,0.103075,0.073222
6.959678,2.957303,2.957574,0.107176,0.076937
6.964678,2.957850,2.958046,0.111179,0.082135
6.969677,2.958418,2.958456,0.115039,0.088953
6.974677,2.959005,2.959000,0.118747,0.093729
6.979677,2.959609,2.959417,0.122294,0.098266
6.984676,2.960231,2.960015,0.125684,0.102668
6.989676,2.960869,2.960470,0.128841,0.106848
6.994676,2.961522,2.961119,0.131746,0.110702
6.999675,2.962188,2.961457,0.134369,0.109785
7.004675,2.962868,2.946177,0.136868,0.034448
7.009675,2.963559,2.946141,0.139212,0.039889
7.014674,2.964262,2.946387,0.141466,0.042790
7.019674,2.964976,2.946649,0.143851,0.041916
7.024673,2.965704,2.946907,0.146614,0.045176
7.029673,2.966447,2.947083,0.149964,0.048133
7.034673,2.967208,2.947381,0.154087,0.052876
7.039672,2.967993,2.947562,0.159069,0.061813
7.044672,2.968805,2.947946,0.164625,0.068381
7.049672,2.969646,2.948203,0.170384,0.066472
7.054671,2.970515,2.948616,0.176099,0.073402
7.059671,2.971412,2.948878,0.181778,0.075142
7.064671,2.972338,2.949343,0.187606,0.082278
7.069670,2.973295,2.949626,0.193863,0.085090
7.074670,2.974284,2.950153,0.200595,0.093586
7.079669,2.975308,2.950654,0.207686,0.103322
7.084669,2.976368,2.951292,0.214899,0.112448
7.089669,2.977463,2.951877,0.221897,0.121080
7.094668,2.978593,2.952621,0.228484,0.129369
7.099668,2.979754,2.953026,0.234502,0.132985
7.104668,2.980943,2.948633,0.239906,0.241680
7.109667,2.982157,2.949611,0.244681,0.246175
7.114667,2.983393,2.951099,0.248663,0.251751
7.119667,2.984646,2.952096,0.251767,0.254988
7.124666,2.985912,2.953634,0.253964,0.258772
7.129666,2.987186,2.954671,0.255304,0.260622
7.134665,2.988464,2.956239,0.255785,0.262395
7.139665,2.989743,2.957293,0.255397,0.261861
7.144665,2.991016,2.958863,0.254132,0.261234
7.149664,2.992280,2.959920,0.252048,0.262511
7.154664,2.993532,2.961492,0.249248,0.260504
7.159664,2.994769,2.962521,0.245885,0.257806
7.164663,2.995987,2.964061,0.242085,0.254295
7.169663,2.997185,2.965077,0.237905,0.251709
7.174663,2.998361,2.966578,0.233376,0.247272
7.179662,2.999514,2.967512,0.228557,0.241997
7.184662,3.000641,2.968953,0.223553,0.236589
7.189662,3.001744,2.969944,0.218334,0.234424
7.194661,3.002819,2.971339,0.213024,0.228851
7.199661,3.003868,2.972285,0.207757,0.226169
7.204660,3.004891,3.000948,0.202445,0.267551
7.209660,3.005888,3.002052,0.197122,0.263238
7.214660,3.006857,3.003620,0.191772,0.257705
7.219659,3.007800,3.004786,0.186316,0.249262
7.224659,3.008714,3.006268,0.180572,0.242441
7.229659,3.009598,3.007252,0.174537,0.236289
7.234658,3.010452,3.008655,0.168182,0.228469
7.239658,3.011273,3.009570,0.161369,0.220393
7.244658,3.012058,3.010874,0.154188,0.211123
7.249657,3.012807,3.011698,0.146802,0.202719
7.254657,3.013519,3.012895,0.139321,0.192703
7.259656,3.014193,3.013733,0.131721,0.190984
7.264656,3.014828,3.014860,0.124166,0.181483
7.269656,3.015427,3.015493,0.116737,0.171172
7.274655,3.015989,3.016501,0.109519,0.161519
7.279655,3.016515,3.017097,0.102452,0.153527
7.284655,3.017006,3.017999,0.095662,0.144160
7.289654,3.017465,3.018600,0.089043,0.138993
7.294654,3.017891,3.019416,0.082676,0.130162
7.299654,3.018286,3.019924,0.076562,0.124306
7.304653,3.018651,3.004862,0.070782,0.051591
7.309653,3.018988,3.005135,0.065345,0.044903
7.314652,3.019300,3.005389,0.060220,0.037250
7.319652,3.019586,3.005568,0.055419,0.031274
7.324652,3.019850,3.005741,0.050958,0.024271
7.329651,3.020092,3.005896,0.046876,0.016209
7.334651,3.020315,3.005980,0.043163,0.009671
7.339651,3.020520,3.005989,0.039785,0.010589
7.344650,3.020710,3.006042,0.036746,0.005389
7.349650,3.020886,3.006099,0.034061,0.010172
7.354650,3.021049,3.006152,0.031734,0.006688
7.359649,3.021202,3.006277,0.029765,0.012176
7.364649,3.021345,3.006346,0.028120,0.010330
7.369648,3.021482,3.006442,0.026725,0.012035
7.374648,3.021611,3.006512,0.025529,0.011040
7.379648,3.021736,3.006602,0.024463,0.012186
7.384647,3.021855,3.006674,0.023444,0.011613
7.389647,3.021969,3.006686,0.022436,0.010231
7.394647,3.022078,3.006746,0.021404,0.009569
7.399646,3.022182,3.006492,0.020332,0.001497
7.404646,3.022280,2.992066,0.019212,0.080412
7.409646,3.022373,2.992274,0.018061,0.081953
7.414645,3.022460,2.992764,0.016881,0.081011
7.419645,3.022541,2.993181,0.015676,0.077178
7.424644,3.022616,2.993641,0.014461,0.075738
7.429644,3.022686,2.993988,0.013237,0.071944
7.434644,3.022748,2.994416,0.012011,0.070123
7.439643,3.022804,2.994695,0.010812,0.068947
7.444643,3.022854,2.995105,0.009641,0.067195
7.449643,3.022899,2.995347,0.008511,0.061378
7.454642,3.022938,2.995712,0.007440,0.059202
7.459642,3.022972,2.995852,0.006442,0.050977
7.464642,3.023001,2.996153,0.005525,0.048252
7.469641,3.023026,2.996462,0.004701,0.052021
7.474641,3.023048,2.996770,0.003987,0.050068
7.479640,3.023066,2.996862,0.003394,0.045012
7.484640,3.023081,2.997128,0.002930,0.042975
7.489640,3.023095,2.997379,0.002594,0.044073
7.494639,3.023107,2.997640,0.002385,0.042560
7.499639,3.023119,2.997881,0.002294,0.043430
7.504639,3.023131,2.976938,0.002312,-0.082407
7.509638,3.023143,2.976781,0.002445,-0.087153
7.514638,3.023156,2.976254,0.002733,-0.089013
7.519638,3.023171,2.975831,0.003240,-0.087820
7.524637,3.023189,2.975302,0.004032,-0.088801
7.529637,3.023213,2.974905,0.005184,-0.086472
7.534636,3.023243,2.974386,0.006739,-0.086231
7.539636,3.023283,2.974012,0.008703,-0.078075
7.544636,3.023333,2.973548,0.011072,-0.075900
7.549635,3.023397,2.973279,0.013817,-0.068365
7.554635,3.023475,2.972877,0.016919,-0.064637
7.559635,3.023570,2.972681,0.020288,-0.057687
7.564634,3.023682,2.972345,0.023848,-0.052908
7.569634,3.023812,2.972138,0.027493,-0.049540
7.574634,3.023960,2.971851,0.031179,-0.044570
7.579633,3.024127,2.971560,0.034878,-0.045287
7.584633,3.024312,2.971297,0.038519,-0.040749
7.589633,3.024516,2.971030,0.042112,-0.040812
7.594632,3.024737,2.970794,0.045598,-0.036742
7.599632,3.024976,2.970412,0.049018,-0.039896
7.604631,3.025231,2.987190,0.052382,-0.100867
7.609631,3.025503,2.986749,0.055723,-0.097975
7.614631,3.025791,2.986168,0.059084,-0.094804
7.619630,3.026097,2.985822,0.062538,-0.093701
7.624630,3.026420,2.985266,0.066119,-0.090458
7.629630,3.026762,2.984903,0.069899,-0.087956
7.634629,3.027123,2.984383,0.073880,-0.084231
7.639629,3.027505,2.984047,0.078065,-0.081232
7.644629,3.027908,2.983568,0.082466,-0.076966
7.649628,3.028334,2.983249,0.087088,-0.076376
7.654628,3.028784,2.982800,0.091901,-0.071926
7.659627,3.029258,2.982556,0.096848,-0.065937
7.664627,3.029758,2.982171,0.101946,-0.060787
7.669627,3.030283,2.981973,0.107150,-0.055354
7.674626,3.030834,2.981652,0.112385,-0.049785
7.679626,3.031412,2.981292,0.117696,-0.051717
7.684626,3.032017,2.980991,0.123006,-0.046653
7.689625,3.032648,2.980648,0.128324,-0.047805
7.694625,3.033305,2.980371,0.133671,-0.043170
7.699625,3.033990,2.980121,0.139042,-0.042003
7.704624,3.034702,3.024084,0.144655,0.062702
7.709624,3.035442,3.024456,0.150521,0.063467
7.714623,3.036212,3.024847,0.156344,0.068118
7.719623,3.037011,3.024885,0.161894,0.079667
7.724623,3.037836,3.025374,0.167048,0.085067
7.729622,3.038686,3.025764,0.171587,0.084974
7.734622,3.039555,3.026280,0.175302,0.088175
7.739622,3.040440,3.026634,0.178101,0.089815
7.744621,3.041336,3.027175,0.179900,0.090755
7.749621,3.042239,3.027527,0.180679,0.088834
7.754621,3.043142,3.028057,0.180449,0.087041
7.759620,3.044041,3.028477,0.179276,0.089976
7.764620,3.044931,3.029011,0.177268,0.086734
7.769619,3.045810,3.029389,0.174563,0.085469
7.774619,3.046673,3.029893,0.171298,0.080947
7.779619,3.047518,3.030415,0.167551,0.084108
7.784618,3.048343,3.030911,0.163383,0.079339
7.789618,3.049147,3.031356,0.158872,0.079261
7.794618,3.049926,3.031821,0.154022,0.074034
7.799617,3.050681,3.031982,0.148876,0.067514
7.804617,3.051409,3.030570,0.143382,0.071479
7.809617,3.052109,3.030776,0.137522,0.068886
7.814616,3.052778,3.031176,0.131320,0.062058
7.819616,3.053415,3.031393,0.124804,0.058101
7.824615,3.054019,3.031727,0.118063,0.050687
7.829615,3.054589,3.031911,0.111246,0.046205
7.834615,3.055125,3.032173,0.104379,0.038650
7.839614,3.055626,3.032301,0.097453,0.034587
7.844614,3.056092,3.032494,0.090564,0.027115
7.849614,3.056525,3.032597,0.083746,0.022130
7.854613,3.056923,3.032715,0.077029,0.014719
7.859613,3.057288,3.032778,0.070434,0.010001
7.864613,3.057621,3.032823,0.063935,0.002618
7.869612,3.057921,3.032851,0.057596,-0.000677
7.874612,3.058191,3.032832,0.051423,-0.007855
7.879611,3.058430,3.032790,0.045421,-0.012938
7.884611,3.058640,3.032698,0.039581,-0.019709
7.889611,3.058821,3.032580,0.033947,-0.026159
7.894610,3.058975,3.032410,0.028491,-0.032464
7.899610,3.059101,3.032355,0.023209,-0.032643
7.904610,3.059201,3.050684,0.017845,0.037098
7.909609,3.059274,3.050762,0.012395,0.034026
7.914609,3.059319,3.050954,0.006961,0.027918
7.919609,3.059338,3.051069,0.001476,0.023643
7.924608,3.059328,3.051199,-0.004175,0.017410
7.929608,3.059290,3.051264,-0.010163,0.013013
7.934608,3.059220,3.051328,-0.016530,0.006026
